,label,location,tweet_text
844,,,"People who are against gay marriage because of their religion are dumb.
Because of anything neither. They're just dumbs."
845,,"Phoenix, AZ",@bakerjohnj @noticeofpoop @DCraelin @RX7what @z0mgItsHutch revoked gay marriage
846,,Penfield,"@ShabangShabazz @RealJamesWoods @JBaker31826004 I don't think he's pro gay marriage, I think he's pro-freedom."
847,,"Belfast, Northern Ireland",@BBCPolitics No irish language act or gay marriage here
848,,,@rabrinkerhoff1 @FoxNews And you felt this way about gay marriage also when it came down from the fed right?
849,,OKC,@AndrewGilmanOK Banning all guns? Or assault weapons? And who is talking about banning gay marriage these day
850,,"Oklahoma, USA","Crazy how there's real talk about the need to ban abortion, gay marriage and Muslims, but banning guns? Nope. That'll never work."
851,,,"In the U.S, there have been more bills passed about the use of the word ‘salsa’ than there have for gay marriage. #law #facts"
852,,"Lakewood, OH",@ChrisMurphyCT gay marriage was allowed in 2015. stonewall was 1969. we're going to wait 46 years for gun control?
853,,"South East, England",@EmiljonVathi @TheLouiePatch @sn1morata @zfharris Gay marriage or banning guns
854,,Sverige,Btw this was about gay marriage
855,,"St Louis, MO",@m_brettrager @Dustinsanchezz @MattWalshBlog Are you blaming gay marriage for this? I really hope you aren’t that moronic
856,,"South East, England",@TheLouiePatch @EmiljonVathi @sn1morata @zfharris So taking away 300 million guns is as easy as legalising gay marriage
857,,"Simi Valley, CA","Banning things always works! Like abortions, guns, gay marriage, smoking, pet monkeys.... #GunReformNow"
858,,,@EmoSedillo19 @saintssuckk @MuslimIQ Also $10 say that you’re going to say you’re against gay marriage and that you’re straight by next week
859,,Resident of the Universe,"Republican Reasoning In Action:

Gay marriage must be banned!
Banning guns will never work!"
860,,,Guns are legal everywhere in the us but weed and gay marriage is only legal in a couple states
861,,Ireland,@rtenews I suppose the diversity bit included the gay marriage stunt. #ShinFeinWomansParty
862,,The Kremlin,@Harry4naris @chadfelixg @tomcaisson @KurtSchlichter Except gay marriage has been legal for a while now. Get off it. 🙄
863,,"Cambridge, MA",@CollinRugg Liberals don’t want to admit conservatives were right about gay marriage.
864,,,@hellothisisivan I'm all for gay marriage so they can experience the misery and banality heterosexuals have to put up with.
865,,Shangri-La,"@George_Osborne @AbiWilks Since when were Tories on the right side in ANY Social reform debate?!!

(except Cameron on gay Marriage)"
866,,Ireland,@david_s_barker tell me about it. but sure “the U.K. and Ireland has legalised gay marriage” so nobody cares about Northern Ireland
867,,,Let namjoon breathe omahgawd just cause he didn’t present an oral speech he suddenly against gay marriage? Y’all on some other shit
868,,"Ellington, CT",@joshjamesfraser Thatssss why you were thinking about gay marriage we will stick to that
869,,aa™ // tb™ // LaurenJauregui💜,why is my gay teacher talking against gay marriage what t he fuck
870,,Minsk,y'all were fucking embarassing when gay marriage was legalised in the us and yall treated it like homophobia ended worldwide. stop
871,,USA,"@RealErinCruz So let's rephrase the question, should the county issue marriage licenses to gay people?"
872,,,@FHA_715 @BernieSanders @SenSanders In 2006 Bernie sanders said “not now” when asked if gay marriage should be legalized in Virginia
873,,"Bristol, UK","@chadfelixg @Harry4naris @KurtSchlichter And yet gay marriage isn't a right because ""muh constitution*"
874,,bts | kdrama ,"""there's nothing wrong, everyone is equal"" - min yoongi regarding gay marriage

AN INTELLECTUAL
#iHeartAwards️ #BestFanArmy #BTSARMY"
875,,"Missouri, USA",@everywhereist @cmclymer Or marijuana or gay marriage or voter fraud or...
876,,"Minnesota, USA",@LoriCJohnston @MashableNews He’s gay.  He likes men.  He’s such a horrible liar and their marriage is a sham.  Wake up
877,, Dmv ➡️Atl,They shouldn’t have Legalized gay marriage.
878,,Ft Worth TX,ofccadjust FoxNews loupalumboelite Gay marriage plays a huge role as well...
879,,,Yoongi outrigh saying he supports gay marriage? Nothing but respect for MY cabezon president
880,,"East Midlands, England",“I’ve deleted Grindr” is like a gay marriage proposal.
881,,🌙 💌,wait jsljfkls yoongi said he supports gay marriage in that article its now my favorite article
882,,TLD,yoongi saying that theres nothing wrong and everyones equal in regards to gay marriage my heart go UWU
883,,"Kuala Lumpur Federal Territory, Malaysia",@ErnestMHS But then gay marriage is not legal in Malaysia... Okay I see what you did there ಠ_ಠ
884,,170918 | she/her,how does one tell my mom I aint thinking about family and marriage without her thinking im gay BC IM TIRED
885,,"Brandon, FL","@MikeJoPro And he is the only POTUS to campaign supporting gay marriage. But he is against the LGBT community, right? #moron"
886,,,ya'll know how gay i am so imagine me listening to the ones who disapprove same sex marriage
887,,United States,"@puckmama @PetsRockHMB @RealJamesWoods Never! Trump supports gay marriage, he also respects the rule of law."
888,,"Bowling Green, KY",@LeahR77 @whereisjustice0 Except the fact is abortion is NOT in the Constitution but given to us by activist judges. Same as gay marriage.
889,,"New Jersey, USA",@FoxNews @loupalumboelite Gay marriage plays a huge role as well...
890,,Pg Co. ✈️💨😝🏀,I don’t support gay marriage or gay couples
891,,Gettin vagina at the cookout,"Her gay friend got married but bec it was a same sex marriage,  she declined the invitation."
892,,,@chozinweak Damn boo. Thank god gay marriage is legal now 🙈
893,,"North West, England",@Kalista63 What’s crazy is that In Fichley they have gay marriage and equal rights etc and they still wouldn’t have this shit
894,,"South East, England",@Izzy_mckeeve I’ll give you Gay Marriage and I’ll give you the torture but him pulling out of Iraq gave birth to Isis
895,,"Wales, United Kingdom",Oh but gay people are ruining the sanctity of marriage 🤔👍 #ThisMorning
896,,,The same people who want to ban marijuana and gay marriage think it's somehow too much to ask the government to RESTRICT firearms.
897,,"Cleveland, OH",@ATLHawks @averylarmstrong @BMccleskeyNRP I too support gay marriage
898,,Leeds,@Helen_Wood86 So your saying gay marriage is wrong?
899,,Newcastle Australia,"@QandA OK, just promise me no more talking about gay marriage, K?"
900,,Out of bounds,"#inwakanda there is no such thing as gay marriage or straight marriage, there’s just marriage."
901,,"New York, NY",@nytimes Why she teaching at a school that doesn't accept gay marriage...duh
902,,Mi Pueblo,Getting married is so fucking gay. Literally only for gay people. Marriage is for gay people only.
903,,"San Francisco, CA",@Zackthenerd15 @TheHawaiianGay_ Obama was against gay marriage when he was elected and CA did ban it.
904,,,why is gay marriage still a point of contention i'm so tired
905,,VA - TX - OR - CA - NV - HI,"@OdinGaye @Zackthenerd15 And it’s only republicans that vote against gay marriage and gay rights. Southern, Christian republicans"
906,,Krypton,@OdinGaye @TheHawaiianGay_ Umm no obama fought for gay rights and he legalized gay marriage
907,,,"my dad said the words ""gay marriage"" without any hesitation today and i'm really happy"
908,,"Hackettstown, NJ",@RheaButcher We need a president for whom Gay marriage is a given and gender equality is a no-brainer.
909,,#RealVeteransStand #BoycottNFL #BoycottHollywood #TrumpWall #BoycottCelebrities #MAGA #TrumpTrain #Deplorable #LiberalismIsAMentalDisorder,@god IRONY:   MLK was against GAY marriage.
910,,"Indiana, USA","@nytimes The Catholic church includes alcohol and abuse, why not gay marriage. The open religion."
911,,NYC,@thewallmaker @huffpostqueer Did he say gay marriage leads to “societal collapse” or you deny that one too?
912,,SF Bay Area,@MittRomney You mean like when your fellow Mormons interfered in California politics on gay marriage?
913,,,"@raindanz12 @SparkyRupp @nytimes 1864 slavery: rules are rules!
1954 segregation: rules are rules!
2018 gay marriage: rules are rules!"
914,,"Milwaukee, WI",Healthcare... abortions... gay marriage.. but not guns
915,,indiana,my dad is such a jerk that he won’t go to my cousins wedding bc it’s a gay marriage god she’s family
916,,"New York, NY",@JumaaneWilliams How many of those misfits know your position on gay marriage &amp; abortion? Cricketsssss...... #deblasio
917,,Boston,"@politvidchannel Abortion: Behavior
Gay marriage: Behavior
Guns: Object"
918,,,"@authenticpaint @politvidchannel R u joking? If a bi person is marrying the same gender, I’d say that’s still a gay marriage.."
919,,,"@WoodsfordMartin @HuffPostUK @TomDaley1994 What Gay marriage got to do with it ? We're talking about Mother &amp; Father 
not Marriage!"
920,,,"i’m never getting married

probably

unless

gay marriage isn’t frowned upon"
921,,Cardiff,@CaptMikeYates What have Man United said about gay marriage or migrants?
922,,"Florida, USA","@meg_wilt @landopedia He’s run as pro gay marriage, pro abortion, pro state run healthcare... you name it he’s been for it"
923,,"Tennessee, USA",@stupjam I support gay marriage.
924,,Russian Bot Brothel,"Tom Daley “accessorising” is the sole reason I opposed gay marriage.

Man, woman, child"
925,,,"fellas, be honest... is it gay to touch another man's marriage?"
926,,New York,"GOP Logic: 

Abortion? Ban it
Gay Marriage? Ban it
Immigration? Ban it

Gun reform? “We have rights”

#2ndAmendment 
#GunReformNow"
927,,♡ @lessoninmagic ♡,when are janelle &amp; tessa gonna do the gay marriage thing? i’m listening
928,,"Hawaii, USA",@MittRomney You legalized gay marriage and created socialized medicine as Gov of Massachusetts. Are those “Utah values”? No thanks Mitt.
929,,rural Tasmania,@MarilynShephe15 @gedkearney @AustralianLabor What just because he does not agree with gay marriage?
930,,"Tampa, FL",@DeniseGundelfi1 @GOP Yep but let’s spend millions fighting gay marriage as those loving couples will destroy our country!
931,,"Sheringa, SA","@RyanAFournier AND: a few other little things, like ""gay marriage"", and anti Aussie day crap! Not to mention PETA...."
932,,"Omaha, NE",@kibblesmith Gay marriage and legal weed have nothing to do with repealing a constitutional amendment.
933,,,@2covet Don't leave out louisa wall who I'm pretty sure was the one behind getting gay marriage bill through.
934,,Occidental Civilisation ,"@joshspero @UrgleB @holland_tom Gay marriage isn't a human right. 
Or where all countries human right offenders until the 2000s?"
935,,New Zealand,@nzyoungnats Remember when you voted against gay marriage? We do.
936,,Not Really Here. Manc.,@ClintonM614 @aaronpe25581210 Yeah . Gay marriage because.....? What a ridiculous thing to say.
937,,,@TeamTAbbott @Ama_Di_57 @Marlsclayfield @WhosFibbing Bt extracting guarantees on gay marriage and climate policy.
938,,"Auckland, NZ",Someone at @AucklandPride just told @JamesMustapic that “gay marriage doesn’t matter” 🙃
939,,"Bali, Australia",@BarnsGreg @CatallaxyFiles And that means Gay sex outside of marriage now.
940,,,@IanSpeed2 @J_Donaldson_MP Fk gay marriage more important things in life you twat
941,,"Indiana, USA",@realrchj @HuffPost GOP is all about less government until it comes to abortion and gay marriage.
942,,"Missouri, USA","@BruceB010 @SenFeinstein No one needs a sex change, gay marriage, abortion, etc. But those are also supposedly Constitutional rights."
943,,,Nearly eight in 10 young adults between the ages of 18 and 29 now favor gay marriage.
944,,"Shelton, WA","@miafchamberlain Also, if you object to gay marriage, endeavor not to marry a gay person and you'll probably be okay."
945,,,@Rei5671 @GodDanC @AiG Gay marriage doesn't exist. It is marriage.
946,,Arkansas,@bahamiangalpyt @Meadors68 @ItsAllDayNBA @rach346 @DwyaneWade Forcing gay marriage on the entire country.
947,,"Teague, TX",@TjR_0 Do you support gay marriage?
948,,buy my album on itunes,"let's not act like the line ""crushing pussy, marry a man"" wasn't single-handedly responsible for the legalisation of gay marriage"
949,,"Frederick, MD","Pssst.  AR-15 ownership leads to gay marriage.

Pass it on."
950,,"Los Angeles, California (an insignificant burb in the Laniakea Super Cluster)","@venus_parton @Th3RightIsWrong @Aaron__Sandoval @RunningMonster @ddeblasio32 @CNN Or gay marriage!

Next debunked talking point please."
951,,,"@LikelyRogue @angeIhyeri @BotanyVampire Haha yeah sorry kpop stans do this a lot, gay marriage isn't legal in sk"
952,,"Las Vegas, Nevada",Hello there @ZachKinne. I was wondering what your stance on gay marriage and gay equality is.
953,,New York,@RubenBolling Gay marriage saw that: “What’s next? Bestiality?”
954,,"Fort Wayne, IN","Something I will never forget: my brother sobbing to me and saying, “I can get married!” the day that gay marriage was ruled legal."
955,,"New York, NY","@JumaaneWilliams @People4Bernie Haha, guess Bernie’s people found out about your position on gay marriage &amp; abortion."
956,,"London, England",@BlackBeard20096 So you're are cool with the idea of gay marriage? Excellent.
957,,,@heathermascn Gay marriage is illegal in SK lol Western Kpop twitter is just being utter fucking garbage as usual
958,,United States,@DailyCaller Doesn’t this chick have Duck Dynasty guy on to tell people that gay marriage was against God’s plan?
959,,,People that love guns so much even though they slaughter children on the reg are the same people that think gay marriage is ruining America.
960,,Palo Alto,@SafetyPinDaily I know the result he'll get ... it's gay marriage.
961,,bakersfield,Gay marriage ❤️❤️ #LoveIsLove #congrats Tinky
962,,"Manhattan, NY",@ajplus Er what exactly is Qatar's position on gay marriage?
963,,"Atlanta, GA",@POETreeOTIC I'm thinking more like a madcow shep marriage is in the making with cnn. wtf they're both gay ya know.
964,,"Tallmadge, OH",@axios Pence...you are dumber than you look..your future will be a replica doll topper for gay marriage wedding cakes
965,,"New York, USA",@FDRLST Gay marriage has been allowed since 1972 as long as both grooms held a conceal-carry license.
966,,"New York, NY",@JumaaneWilliams @People4Bernie Guess they don’t know about your position on gay marriage &amp; abortion.
967,,"New York, NY",@People4Bernie @JumaaneWilliams What do you think about his position on abortion and gay marriage?
968,,"Shumen/Sofia, Bulgaria","Drunk though, If gay marriage is ever legalized in Bulgaria, 90% of dudes would be married to dudes and never have gay sex."
969,,,How are you “pro gay” but don’t believe in same sex marriage?
970,,,@ConorSaveThe8th @LawlessRoisin @420shakira How has gay marriage got anything to do with morals?
971,,"Boston, MA",I used to be against gay marriage but that’s just because I had commitment issues.
972,,"Beavercreek, OH",Damn it's crazy how the Russians forced Hillary to vote for the Iraq war and made her fight against gay marriage until 2013.
973,,,"@MikeyJonJon Nice try, but this is obviously a distraction from your stance on gay marriage in 2000, Mikey."
974,,,What happened to that slippery slope after gay marriage? I’m waiting to be able to marry a Korg synthesizer.
975,,,"@omeagoz @DeniseRyanEvent @mikeytweets4u @ShadowSeven50 @JamesMartinSJ These actions(homosexual sex, gay ""marriage"") are against my beliefs"
976,,"Phila, PA",@gypsyintraining @little_waz This false. Guns are already heavily regulated. Gay marriage is legal and so is abortion. So this meme is b.s.
977,,The Wrong Note,@brianaxgarcia Mass shootings = God’s wrath for legalizing abortion????? Next are you gonna say hurricanes are because of gay marriage?
978,,,@PennySharpemlc Gay marriage = fake marriage.
979,,"Sherman, TX","@MadPiet Oh, you could ask the same question about why they worry about laws preventing gay marriage etc."
980,,Wearing Hoodie,@IAmMelloYellow same sex marriage would've passed so much earlier if the kids had just stopped headcannoning luke and han as gay
981,,,@andrewrdn463 @superscriber @resourcefultype @AustralianStory Gay marriage doesn't exist. It is marriage.
982,,EST,"@spencerajj @voxdotcom Pence is also for civil unions but not gay marriage. Also, supports gay rights. Where’s the difference?"
983,,"lowell, ma",@G99Greg @REAS0NFactory @boomer2748 @FoxNews Pence wants to stop gay people from getting a marriage license?
984,,,@DavidvanGend Gay marriage dosen't exist. It is marriage.
985,,,Gay marriage = fake marriage.
986,,,@superscriber @resourcefultype @AustralianStory Only there to support the family - not gay marriage.
987,,Denver/MN/WI/NY/SoCal,@NYCon76 @floridalass @RobProvince Gay marriage
988,,"Cambridge, MA",hey i love @cantevon just saying i'm gay and i love her she's pretty cool like marriage cool
989,,,"I think they had an impact, but I don�t support gay marriage, John Kerry didn�t support gay marriage  I think it is an enormous m"
990,,"Baton Rouge, LA",@MYndShenans @PlanetofFinks Steve Austin supports gay marriage.  How alt right is he?
991,,The Duck Blind,"@BFriedmanDC I will say it, the same reason abortion, gay marriage and freedom of speech is legal. It is an individual right."
992,,,"The modern day Catholic has gone from anti gay marriage, to neutral about gay marriage, to in full support of it."
993,,"Connecticut,usa",@HuffPost Wrong gay people are not stupid responsible breeders. And that has nothing to do with marriage.
994,,"Burlington, NC",@briankoppelman @michaelbd Of course he did. He did it with gay marriage.
995,,layla,@soulcondition how do i make a twitter moment i want to make one annoucing our gay marriage
996,,"Far, far away","@mstammera @hope_tindall @chuckwoolery @KarylHarris13 Really? LOL! I support gay marriage 1,000%. Love who you love."
997,,Albany NY,"@HuffPost And what society has collapsed because of gay marriage?
Oh right.  None."
998,,"Kentucky, USA",@_honeycutt_ Something tells me you oppose gay marriage but watch lesbian porn
999,,,"AMERICA...

Where government invests more time and money into preventing gay marriage than mass murder."
1000,,,@IrisRaem @AZroadunner @fakedansavage @Adaripp @guskenworthy Gay marriage doesn't exist. It is marriage.
1001,,,@REAS0NFactory @Spaniard8888 @G99Greg @boomer2748 @FoxNews Gay marriage doesn't exist. It is marriage.
1002,,,@ZimZam1019 @REAS0NFactory @boomer2748 @FoxNews Yes pence is against gay marriage.  This is common knowledge.
1003,,,"@NickAPappas I was ok with civil unions, never will see ""gay marriage"" as a marriage. Can't."
1004,,New York City,"@FearNoMission @FoxNews Meh. He’s against gay marriage, but I was mostly making my remark about Pence."
1005,,,@Ikeshaw4 @nykaiya Gay marriage doesn't exist. It is marriage. The Bible doesn't define marriage for a secular society.
1006,,,Thank you sanha for gay marriage
1007,,Antarctica,@Reba_Meagher Gotta remember these are the same kind of people who blamed the legalization of gay marriage for the boston bombing
1008,,,Gay marriage didn't lead to people marrying their dogs. But they did start taking them to restaurants and on planes.
1009,,,@nykaiya Gay marriage is wrong it’s in the Bible
1010,,,@realDonaldTrump They were probably upset when the Supreme Court legalized gay marriage. It robbed them of a campaign item.
1011,,Netherlands,"@AZroadunner @fakedansavage @Adaripp @guskenworthy Do you say the same about gay marriage? Is that okay too, or is that for straights only?"
1012,,"San Marcos, TX",Take back the gay marriage. I'd rather have assault rifles out of this nation.
1013,,Australia,@ANZ_AU @jackieaus I'm not against gay people or marriage but I'd like to know why you are promoting it?
1014,,deep south,@ColesTwitt3r AllLoveMatters implies gay marriage is dope too
1015,,,@poconomtn @DeanoMcNeil @southern4MAGA In different states people were allowed to vote on gay marriage years ago!
1016,,valders,"The gun control argument is much harder than the abortion, gay marriage, and marijuana argument."
1017,,,"""i support gay marriage but""  shut up"
1018,,,@realDonaldTrump They think they win with nothing happens. Except gay marriage and abortion.
1019,,m a r k,"@jjeongcult luckily gay marriage is legal in australia, i love my wife"
1020,,,I get that everyone puts up a rainbow profile pic after the SCOTUS gay marriage ruling but not the waterline
1021,,"Sydney, UpSideDownLands",@vincentdonofrio We actually had Gay Marriage passed through government finally so equality is getring better.
1022,,Not a pebble-dashed house.,"@rdfrs Why not, gay wedding are a lie, marriage is only between a man and woman."
1023,,,"With all of these states passing gay marriage, I cannot wait for the upcoming season of Divorce Court with Judge Lynn Toller."
1024,,"FB Anthony Scaramucci,Charlie Kirk,@RealDrGina,Charles Payne",@ElderLansing @robreiner Platform like Gay marriage and welcome to America come on in.
1025,,University of Wisconsin 2019,"@brianaxgarcia Praise Allah, gay marriage, and anything else that pisses your small brain off for saying something so incredibly stupid."
1026,,"Melbourne, Australia","Thank goodness for gay marriage @InsidersABC coz straight MPs can now cheat on their spouses and not breach parliamentary ""standards”. ;)"
1027,,"Whittingham, England",@Shambles151 No there are two genders being gay isn’t normal and never will be marriage is one man and one woman end of
1028,,Z❤️,THey made gay marriage legal then just wanted to make all the other weird shit legal too smh
1029,,Northeast Arkania,when will a dreamy MILF come and take moi hand in wonderful gay marriage
1030,,Home!,"#ISTANDWITH34 NOT COOL wow my country legalises gay marriage i think we're moving forward THEN THIS?! how even 
GET HIM BACK ON THE COURT!!!"
1031,,,@jesspechie My professor the other day tried to blame gay marriage and said mental health was a superficial issue🙄
1032,,,"#YIAYfake Walt Disney was GAY! But at that time, gay marriage was illegal, so he kept it to himself until moments before his death"
1033,,Nieuw-Buinen,@Dan_Bailey9 Gay marriage?
1034,,Rebel Base ,She wanted us to get married and marriage is for gays. Miss me with that gay shit
1035,,,"“I think that gay marriage is something that should be between a man and a woman.” 
― Arnold Schwarzenegger #quote #dumbleaders #leadership"
1036,,,@NickRiccardi And that’s why we’ll never have gay marriage.
1037,,"Kentucky, USA",let’s use mass shootings to push our “god is a vengeful dick head because we legalized abortions and gay marriage” agenda
1038,,"Miami, FL","Abortion, gay marriage, women’s rights/wage DO YOU NOT SEE THE PATTERN"
1039,,"England, United Kingdom",@aestheticdjh Yeah one time we were watching something about gay marriage someone yelled that disgusting.
1040,,"Phoenix, AZ","""Gay marriage is unnatural""
But watching the 17th school shooting in 45 days is completely natural?"
1041,,"West Peoria, IL",@beccaabatmann We had a huge tornado hit about 10-15 miles away from my town and people blame gay marriage.
1042,,,@EsotericCD @JamesHasson20 Amnesty. Gay marriage. Obamacare. Open border. Big spender. Big gov. Etc. Might as well be Dem.
1043,,,@liamjameslewis @BurtonJM @Bermuda Is gay marriage legal in India? Or even civil partnerships?
1044,,Magrathea,I’m sorry but it’s enGAYged not enSTRAIGHTged so gay marriage is good.
1045,,,@MDliberaldude Nah. Gay marriage was never the issue that guns or abortion are. Repealing the 2nd amendment would cause a thousand Wacos.
1046,,"California, USA","@MartinMcD1980 @CenterParcsUK Sorry, yes as long as they agree with gay marriage."
1047,,"Connecticut, USA",@steph93065 Don't recall the media's pathological obsession with the Obama's marriage with the gay accusers that came out about Barack.
1048,,,Gay marriage isn't marriage. #truth
1049,,"Bristol, England","@BrianSheehan @LKrauss1 ???  Ireland still bans abortion, gay marriage ?"
1050,,,Gay marriage followed by Earthquakes. Coincidence?
1051,,"Florida, USA",@AfricanCeleb How is that possible? Wouldn't it just be a gay marriage?
1052,,"Odessa, TX",Talal Ch on @geonews_urdu when asked about IK’s third marriage “NS chothi dafa mulk k wazir e azam bnien gay” 😐
1053,,"Indianapolis, IN",@benshapiro Well maybe if the VP was HRC. Let's not forget that she was against gay rights and marriage until it suited her...
1054,,"Seattle, WA",We can protect gay rights and also “traditional marriage”.
1055,,"Labelle, FL",@tablogloid @Keeu19 @DRisLive @auswayne @realDonaldTrump And gay marriage was no walk in the park.  Believe me.  I’m gay.
1056,,"Fort Collins, CO",@InternetHippo @amyjsomething Legalize gay gun marriage
1057,,"Somewhere, Georgia, USA","@Keeu19 @DRisLive @auswayne @realDonaldTrump OBAMA did not pass gay marriage,  the supreme court decided they would legislate from the bench"
1058,,Hell,"@Jamin2g JRM's views on gay marriage and abortions but strangely quiet on Muslim views on the same.
Jo Cox's murder, but not Manchester."
1059,,"Brooklyn, NY ","@marcorubio Has there even been a more spineless  coward than Marco Rubio? On every issue, immigration, gay marriage, gun control. Pathetic"
1060,,"Duckburg, Calisota",@Keeu19 @DRisLive @auswayne @realDonaldTrump Gay marriage went to the supreme court you fucktard. Obama had nothing to do with it.
1061,,An ecumenical pursuit.,I am against homosexual marriage and I am anti-'gay'.
1062,,,I dreamed that I was having sex with my ex-boyfriend. Where is my husband now? #dreams #GayMarriage #marriage #gay
1063,,PA,@Keeu19 @DRisLive @auswayne @realDonaldTrump You do realize that the courts changed the gay marriage laws right?
1064,,Wokingham & London. UK.,@timfarron @Open_Britain Gay marriage?
1065,,"Ogden, UT",@timothy_stanley @holland_tom They warned us gay marriage would lead to this
1066,,,@shilpitewari Chadar ke niche ladki hai yaa ladka. I think this time Imran prefers gay marriage.
1067,,,@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn’t do anything to “pass” gay marriage. That was a SCOTUS ruling.
1068,,Ireland,"@rayU2Fan @Irishprolifer Lets not call this, gay marriage got voted for no problem. It is a real fight against the tide."
1069,,Seattle,"@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn't ""pass"" gay marriage
You're not even trying anymore"
1070,,,@Keeu19 @DRisLive @auswayne @realDonaldTrump So you are against gay marriage AND against gun (assault) control? You miss the point
1071,,Revy,@Keeu19 @DRisLive @auswayne @realDonaldTrump Btw how did the Obamas get married before gay marriage was legal?
1072,,CLE,"@Keeu19 Gay marriage was passed by the Supreme Court, dumbass."
1073,,london ,"@KateHoeyMP what are you views on gay rights and same-sex marriage, animal rights?"
1074,,walkin the moon,I’m just saying...you never hear about forced gay marriage!
1075,,,@Keeu19 @DRisLive @auswayne @realDonaldTrump Lmao he didn’t “pass” gay marriage the Supreme Court ruled the ban unconstitutional. Idiot.
1076,,♥maud,@redpaIadjns hes so fab i lov him he is part of our gay platonic marriage plan
1077,,,@Keeu19 @DRisLive @auswayne @realDonaldTrump The Supreme Court declared gay marriage a right. Gay marriage doesn't bother straight people.
1078,,"Kansas, USA",@Keeu19 @DRisLive @auswayne @realDonaldTrump Gay marriage was decided by the Supreme Court. Stop lying like a Rooskie.
1079,,"Quad Cities, Iowa",@JRTomlinAuthor @jjz1600 @amjoyshow @MalcolmNance Hillary didn’t start supporting gay marriage until 2013.
1080,,"Quad Cities, Iowa",@LisaTalmadge Lie! Hillary was only interested in them because they were voters! Hillary was against gay marriage until 2013.
1081,,the uncanny valley,"gay goblin marriage is illegal, not because its gay but because it involves goblins"
1082,,Tanjung Malim - KL,"@RoiKinney Gay relationship takkan menjadi sebb takde benda pon yg ikat both of the people, like straight people they have marriage. 😕"
1083,,none of your business boi,"@harleivy *cut to that b99 scene about Rosa drawing about gay marriage and her mom going ""What do women love? GEORGE CLOONEY"" Smdh"
1084,,,@baggins77 oh yeah that is a good one. also 2001 and one hillary being booed for saying she oppose gay marriage
1085,,country boy 🤠,elsa from frozen: I don’t have a problem with gay people I just think marriage should be between a man and a woman 😁
1086,,Alameda Ca,"@ShaunKing He’s the one who pushed Obama into publicly supporting gay marriage, and Biden’s advice on Afghanistan was solid."
1087,,"Colorado, Texas, Georgia, NY/NJ","@Keeu19 @DRisLive @auswayne @realDonaldTrump Gay marriage played out in the courts, not the legislative branch."
1088,,,@Keeu19 @DRisLive @auswayne @realDonaldTrump Ummm gay marriage was decided by SCOTUS with a majority of conservative justices. Duh.
1089,,"Denver, CO",@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama did not “pass” gay marriage.
1090,,,@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn’t pass gay marriage the Supreme Court did you Russian bot
1091,,twitter rez,jinjin officiated the first gay marriage in korea
1092,,18.02.04,"“sanha thank you for gay marriage”
-one of my mutuals i can’t remember who..."
1093,,,"@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn't do anything for gay marriage, that was the supreme court"
1094,,Toronto,@waynekspear I don't know any prominent or influential Canadian conservatives who still oppose gay marriage
1095,,,@sehunoutsold looks like someone is against gay marriage!
1096,,"Florida, USA","@Keeu19 @DRisLive @auswayne @realDonaldTrump Please, tell us what laws Congress passed that obama pushed through about gay marriage."
1097,,,@BreitbartNews Liberals are given an inch and take a mile. Immigration. Health care. Gay marriage.  NOT ONE INCH ON GUNS. #NotOneInch  #MAGA
1098,,,well they are dating even exo teasing him for it in dubai interview are yu against gay marriage?
1099,,osh+zyx+kjs,i’m against gay marriage now i guess
1100,,"Wichita, KS","@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn't ""pass gay marriage"". The Supreme Court did.
TF are you even talking about?"
1101,,,The Gang Fights Gay Marriage
1102,,Fucksville Nowhere,"In church they be singing about jesus like ""The beauty of this man"" but still be like ""gay marriage isn't a thing"""
1103,,Winnipeg,"@Timmc78 @acoyne Social conservatism? Yah I forgot how they banned gay marriage and abortions when they had a majority
 Oh wait they didn't"
1104,,,"So, as usual, gay marriage is scary to religious people!"
1105,,"Toronto, Ontario",#ottawa2018 will a reporter please stick a mic in front of a Sikh delegate and ask what they think about gay marriage?
1106,,Michigan,"@Top_Sergeant I changed the world and gave her gay marriage and the Bipolar didn’t mention my name. 
Funny how distraction manifests."
1107,,Japan Im Sure Of It!,@TohruDragonMaid @Mauro_larios73 @MinadukiAzuki @ChocolaAccount @Radin0007 Gay Marriage._.
1108,,,I support gay marriage because I'm in a heterosexual marriage and it's the gayest shit ever. - Joe Rogan
1109,,"New York, NY",@smollcassie I'm shocked she didn't sprinkle in a little sentence about gay marriage while she was writing this god awful take.
1110,,MTL,@IV_Names It is. And gay marriage is legal there
1111,,,@timfarron Admire u for ur stance against Gay Marriage etc
1112,,wouldnt you like to know,@BleedBisonBlue Im conservative about things and liberal about other things like gay marriage weed
1113,,London,Homophobe @GerardBattenMEP called gay marriage a 'nightmare' It's not as much of a nightmare as #ukipsupporters
1114,,Sa Bhearna Baoil,@MaryKenny4 Must one be gay to support gay marriage?
1115,,,@anomalyxd Why you Talking about gay marriage With carllson
1116,,,"some gay guys are selfish, they date marry &amp; have kids with straight girls then come out later in marriage"
